Date,Index,Open,Low,High,Close,Vwap
2020-09-03,246,59.63635787199851,59.08351119108606,61.9693011046137,61.9693011046137,60.09029757089439
2020-09-07,250,59.99819087549334,59.41915890755538,60.15203243664342,59.702153474661216,59.937655674939116
2020-09-12,255,60.069383425658046,60.069383425658046,61.33634166167178,60.94629835409017,60.715448399682465
2020-09-17,260,59.041480319863574,58.95124841315908,60.66480362388521,58.95124841315908,59.84776215112105
2020-09-20,263,60.14927964111013,60.14927964111013,62.6220853759905,62.6220853759905,61.80587922860953
2020-09-25,268,61.38815389860287,61.38815389860287,63.37807113966338,63.360495630971386,63.034370877690456
2020-09-30,273,64.03833416863704,64.03833416863704,65.67450747549422,64.94761920416728,65.1033079446854
2020-10-06,279,64.36310617836625,62.81814665052376,65.7796005313761,62.81814665052376,64.02971355452078
2020-10-11,284,64.68364439183105,60.29930674580398,65.06480926195857,60.29930674580398,62.514967579871495
2020-10-15,288,60.29024171833417,58.83541101012346,60.4597984417147,58.83541101012346,60.15583629870884
2020-10-18,291,58.09888304681473,56.390923317133016,58.09888304681473,56.390923317133016,57.17780239127495
2020-10-22,295,56.502004912435126,56.502004912435126,59.164337351346596,59.164337351346596,57.39114336630169
2020-10-26,299,59.41324975226036,58.280056422357646,60.843227590416944,60.843227590416944,59.454827097547714
2020-10-29,302,60.85833113490619,60.85833113490619,61.596968856563066,61.596968856563066,61.456490863040045
2020-11-02,306,62.34209691130736,61.88797130534947,62.347557439510155,62.347557439510155,62.07975027537832
2020-11-06,310,64.14984459122411,63.56462853136215,66.63992554742478,66.63992554742478,64.72475940415248
2020-11-10,314,67.33676917376931,66.72731930077197,67.50046004521394,67.50046004521394,67.1080980870477
2020-11-14,318,65.84048226909533,64.9682121176265,67.53397355474559,64.9682121176265,66.33394050156348
2020-11-18,322,64.87640780413489,64.87640780413489,67.05200004807782,67.05200004807782,65.86130933906978
2020-11-21,325,67.72548173216622,67.72548173216622,69.6933522012557,69.6933522012557,68.24960866349231
2020-11-25,329,69.75373893442242,69.75373893442242,72.02113764059152,72.02113764059152,70.44567729299627
2020-11-30,334,72.2365923203874,70.55314440778692,72.2365923203874,70.55314440778692,71.22531483295788
2020-12-03,337,69.39227130876054,68.37408085236768,69.39227130876054,68.37408085236768,68.6275198764965
2020-12-08,342,69.33470005320262,68.96016920646905,70.08217024724975,70.08217024724975,69.49808944268166
2020-12-12,346,70.26917911683941,69.30642027124344,70.62787135681783,70.36343774532652,69.97882375853025
2020-12-17,351,69.72106157373983,69.40598832965526,71.07459806361837,70.91463653953657,70.2272668296806
2020-12-21,355,70.60732831149845,68.68817856757366,70.99737196509173,70.72534659068036,70.46510190576151
2020-12-26,360,70.49213229695197,70.49075229402418,73.04484619079888,73.04484619079888,71.21715564582281
2020-12-30,364,73.02955206452498,71.35286197840396,73.02955206452498,71.35286197840396,71.85107232367113
2021-01-04,369,71.06774099165584,70.60491379237835,71.81293443453218,71.81293443453218,71.27247042484817
2021-01-08,373,70.85385704877268,70.85385704877268,72.58486627690243,72.58486627690243,71.3482600051406
2021-01-12,377,72.9512558871594,72.56217664349354,73.45622828030356,73.22196271044167,73.09494969752572
2021-01-17,382,72.28904581845117,72.28904581845117,74.49482117121724,73.33232498619486,73.3150742801202
2021-01-21,386,73.29297294325247,73.24165276517488,75.00068121922294,74.70178915665718,74.49273302659758
2021-01-25,390,74.32402644979794,72.15395886672815,74.39779189166464,72.15395886672815,73.1508351908238
2021-01-28,393,71.3713038014379,68.44551720765614,71.3713038014379,68.44551720765614,69.8263935644799
2021-02-01,397,69.29648391107435,67.3926771002939,69.29648391107435,67.3926771002939,68.25411533705146
2021-02-05,401,67.70565533041798,67.70565533041798,71.18325561397586,71.18325561397586,69.38089426069456
2021-02-09,405,70.34069480381254,69.51152586644767,70.34380019143421,69.51152586644767,70.03394949128624
2021-02-12,408,69.13098187252072,67.46988236472328,69.13098187252072,67.46988236472328,68.46634827696933
2021-02-15,411,67.8056936893332,67.8056936893332,69.29527694224674,69.29527694224674,68.62933721086969
2021-02-17,413,68.43974466991023,67.59523984521056,68.43974466991023,67.59523984521056,68.31306894620528
2021-02-19,415,66.4808950707048,66.46471356926702,66.4808950707048,66.46471356926702,66.48002039495141
2021-02-21,417,66.25668990591495,64.57575030174682,66.25668990591495,64.57575030174682,66.00949290530198
2021-02-24,420,64.04170796676365,64.04170796676365,66.49453696711323,66.49453696711323,65.11091806541577
2021-02-27,423,64.92210048191967,64.2144032225108,65.17514897318414,64.2144032225108,64.79074585839835
2021-03-02,426,62.04787831684753,62.04787831684753,63.79638305258633,63.34898076690463,62.820995270940934
2021-03-05,429,62.39844277956528,62.39844277956528,62.90492527822384,62.90492527822384,62.72083185249168
2021-03-08,432,62.042406995807916,61.9735931932146,62.73675990717822,61.9735931932146,62.06085904932847
2021-03-10,434,64.081393205029,64.081393205029,64.47508789589213,64.47508789589213,64.17981687774478
2021-03-13,437,65.66404672781871,65.51776004551917,67.39060437293719,67.39060437293719,66.90674605623384
2021-03-15,439,68.40563900658131,68.40563900658131,69.12701254298432,69.12701254298432,68.59659082504093
2021-03-19,443,69.85234284316785,66.5387856776905,69.85234284316785,66.5387856776905,67.7722321634077
2021-03-21,445,67.44847626151159,67.44847626151159,67.83646437888802,67.83646437888802,67.74517305715239
2021-03-24,448,67.71726950441622,66.61118847551018,67.71726950441622,66.61118847551018,66.88529949057114
2021-03-27,451,66.24067110714009,66.24067110714009,67.4787829803584,67.4787829803584,66.69216686754966
2021-03-29,453,68.1877181493725,68.1877181493725,70.62323918322176,70.62323918322176,69.5576987309127
2021-04-01,456,70.32124597554954,70.32124597554954,72.15395123423474,72.10053883998893,70.61610296519237
2021-04-03,458,73.42876393530324,73.42876393530324,73.45242545757199,73.45242545757199,73.44862271292165
2021-04-05,460,74.09058181898965,74.09058181898965,75.17698320131478,75.17698320131478,74.67352890218851
2021-04-08,463,75.24206785633798,71.12643663237955,75.24206785633798,71.12643663237955,73.41711848392606
2021-04-11,466,70.5884644367834,70.5884644367834,71.84206074041496,70.99284729900941,71.17304994880034
2021-04-14,469,71.42780864166838,70.71093302374389,71.42780864166838,70.71093302374389,71.02012125439477
2021-04-17,472,69.2411522238345,69.2411522238345,70.29900586367124,70.29900586367124,69.81271523654026
2021-04-19,474,70.95537330457196,70.95537330457196,71.18948521686875,71.18948521686875,71.16194263895147
2021-04-21,476,71.48265262142914,71.48265262142914,71.76097620502111,71.76097620502111,71.61497039067777
2021-04-24,479,72.97267373885845,72.44605145690797,73.56940942736824,73.56940942736824,72.92105496628805
2021-04-28,483,73.32078065080782,72.69154974516152,73.61683583619956,73.58936721601393,73.3156269406231
2021-05-01,486,74.01069722753046,73.43595548199843,74.01069722753046,73.52946641997626,73.62779433703399
2021-05-04,489,74.50377736711239,72.62825299380631,74.50377736711239,72.62825299380631,73.42346682391836
2021-05-06,491,73.89021225623713,73.89021225623713,76.43980668553954,76.43980668553954,75.00784269099984
2021-05-08,493,75.84633939884496,75.2245054749008,75.84633939884496,75.2245054749008,75.5571143179407
2021-05-10,495,76.57690169392166,76.57690169392166,76.60446355145623,76.60446355145623,76.59367847676879
2021-05-13,498,75.79666034537603,75.79666034537603,77.07010753137583,77.07010753137583,76.14165711583622
